2016-08-16 11:07:59, 2016-08-16, Spending the day with @BGCA_Clubs to celebrate the Maytag #DependableLeader Awards. @TheMaytagMan https://t.co/l4aXlOsSzG
2016-07-04 19:43:55, 2016-07-05, Tuskegee Airman, Dr. Roscoe C. Brown Jr.- eternally a legend! https://t.co/Y7wPARioSK
2016-04-23 20:39:19, 2016-04-24, RT @rickygervais: Just finished #PeoplevsOJSimpson. Loved It. Yes, it's a bit heightened &amp; camp, but it's still brilliant TV. @MsSarahPauls…
2016-03-28 21:58:44, 2016-03-29, @latelateshow great time! Great people! https://t.co/bkkrZNRQDJ
2016-03-15 06:31:20, 2016-03-15, Love listening and learning from the Tuskegee Airmen https://t.co/xSDI3RJIT3
2016-03-09 09:48:42, 2016-03-09, RT @AsToldByDANI: @cubagoodingjr Courtney Vance, &amp; amazing producer and film writer John Singleton will be at @HowardU today at 6pm! https:…
2016-03-09 07:08:09, 2016-03-09, With some good people last night in NYC @EmilWilbekin @bevysmith @CourtneyBVance &amp; John Singletons @FOXHBCU https://t.co/3ZRjUF9RfZ
2016-03-08 18:50:23, 2016-03-09, It's that time and night everyone.
@CanalFX_la @ACSFX https://t.co/nsVgjwUXEL
2016-03-05 15:18:44, 2016-03-05, Here we go Australia! The People V. O.J. Simpson starts at 8.30 Sunday on @channelten. Don’t miss this!
2016-02-21 16:14:47, 2016-02-22, Daytona was alive. https://t.co/BRCUgVhpMv
2016-02-20 13:13:28, 2016-02-20, Tweeting and racing, photo courtesy of @EarthCam https://t.co/I1cdn385Or
2016-02-18 18:14:15, 2016-02-19, Me, with a great lady. #boatyboatright https://t.co/7Uijbz3IUU
2016-02-17 06:28:29, 2016-02-17, Wow https://t.co/iecg4k0CM9
2016-02-15 12:47:28, 2016-02-15, Thank you, London,
@BAFTA @AmericanAir https://t.co/VQWn7lQkEp
2016-02-14 13:42:48, 2016-02-14, Love the BAFTAS
#bafta2016 https://t.co/Ti7nl7RnKJ
2016-02-13 13:02:15, 2016-02-13, Pausing to check my Twitter in Kensington Palace. https://t.co/CCoLLUjE4b
2016-02-13 10:40:29, 2016-02-13, Luncheon - london https://t.co/xb31Q34drI
2016-02-12 05:01:49, 2016-02-12, @BBC https://t.co/0w15eXHCbq
2016-02-11 08:43:38, 2016-02-11, @Larakate I will happily answer questions from you and everyone. I'll set a date and time.... Stay tuned
2016-02-11 08:41:16, 2016-02-11, London, BAFTAS, all good..... https://t.co/4RWrs3U6E5
2016-02-11 01:33:18, 2016-02-11, @jack greetings from London. Thank you for the warm welcome on Twitter.
2016-02-10 18:38:58, 2016-02-11, I’m officially on Twitter, so this journey now begins.... https://t.co/bIVgXZMzOv
